key,date,value,academie,decembre,elle,femina,franceinter,goncourt,goncourtlyceens,interallie,medicis,renaudot
Grasset,1907,0,0,0,0,0,0,0,0,0,0,0
Grasset,1908,0,0,0,0,0,0,0,0,0,0,0
Grasset,1909,0,0,0,0,0,0,0,0,0,0,0
Grasset,1910,0,0,0,0,0,0,0,0,0,0,0
Grasset,1911,1,0,0,0,0,0,1,0,0,0,0
Grasset,1912,1,0,0,0,0,0,1,0,0,0,0
Grasset,1913,0,0,0,0,0,0,0,0,0,0,0
Grasset,1914,0,0,0,0,0,0,0,0,0,0,0
Grasset,1915,0,0,0,0,0,0,0,0,0,0,0
Grasset,1916,0,0,0,0,0,0,0,0,0,0,0
Grasset,1917,0,0,0,0,0,0,0,0,0,0,0
Grasset,1918,0,0,0,0,0,0,0,0,0,0,0
Grasset,1919,0,0,0,0,0,0,0,0,0,0,0
Grasset,1920,0,0,0,0,0,0,0,0,0,0,0
Grasset,1921,0,0,0,0,0,0,0,0,0,0,0
Grasset,1922,0,0,0,0,0,0,0,0,0,0,0
Grasset,1923,1,1,0,0,0,0,0,0,0,0,0
Grasset,1924,0,0,0,0,0,0,0,0,0,0,0
Grasset,1925,2,0,0,0,1,0,1,0,0,0,0
Grasset,1926,1,1,0,0,0,0,0,0,0,0,0
Grasset,1927,1,0,0,0,0,0,0,0,0,0,1
Grasset,1928,1,0,0,0,0,0,0,0,0,0,1
Grasset,1929,1,1,0,0,0,0,0,0,0,0,0
Grasset,1930,1,0,0,0,0,0,0,0,1,0,0
Grasset,1931,0,0,0,0,0,0,0,0,0,0,0
Grasset,1932,1,1,0,0,0,0,0,0,0,0,0
Grasset,1933,0,0,0,0,0,0,0,0,0,0,0
Grasset,1934,0,0,0,0,0,0,0,0,0,0,0
Grasset,1935,2,0,0,0,1,0,1,0,0,0,0
Grasset,1936,0,0,0,0,0,0,0,0,0,0,0
Grasset,1937,0,0,0,0,0,0,0,0,0,0,0
Grasset,1938,1,1,0,0,0,0,0,0,0,0,0
Grasset,1939,1,0,0,0,0,0,0,0,1,0,0
Grasset,1940,1,1,0,0,0,0,0,0,0,0,0
Grasset,1941,1,0,0,0,0,0,0,0,0,0,1
Grasset,1942,1,1,0,0,0,0,0,0,0,0,0
Grasset,1943,0,0,0,0,0,0,0,0,0,0,0
Grasset,1944,0,0,0,0,0,0,0,0,0,0,0
Grasset,1945,0,0,0,0,0,0,0,0,0,0,0
Grasset,1946,0,0,0,0,0,0,0,0,0,0,0
Grasset,1947,0,0,0,0,0,0,0,0,0,0,0
Grasset,1948,0,0,0,0,0,0,0,0,0,0,0
Grasset,1949,0,0,0,0,0,0,0,0,0,0,0
Grasset,1950,0,0,0,0,0,0,0,0,0,0,0
Grasset,1951,0,0,0,0,0,0,0,0,0,0,0
Grasset,1952,0,0,0,0,0,0,0,0,0,0,0
Grasset,1953,0,0,0,0,0,0,0,0,0,0,0
Grasset,1954,1,1,0,0,0,0,0,0,0,0,0
Grasset,1955,0,0,0,0,0,0,0,0,0,0,0
Grasset,1956,0,0,0,0,0,0,0,0,0,0,0
Grasset,1957,0,0,0,0,0,0,0,0,0,0,0
Grasset,1958,0,0,0,0,0,0,0,0,0,0,0
Grasset,1959,0,0,0,0,0,0,0,0,0,0,0
Grasset,1960,0,0,0,0,0,0,0,0,0,0,0
Grasset,1961,0,0,0,0,0,0,0,0,0,0,0
Grasset,1962,1,0,0,0,1,0,0,0,0,0,0
Grasset,1963,0,0,0,0,0,0,0,0,0,0,0
Grasset,1964,1,0,0,0,0,0,0,0,1,0,0
Grasset,1965,1,0,0,0,0,0,0,0,1,0,0
Grasset,1966,4,1,0,0,0,0,1,0,1,1,0
Grasset,1967,1,0,0,0,0,0,0,0,1,0,0
Grasset,1968,1,0,0,0,0,0,0,0,1,0,0
Grasset,1969,3,0,0,0,0,0,0,0,1,1,1
Grasset,1970,1,0,0,0,1,0,0,0,0,0,0
Grasset,1971,2,0,0,0,0,0,1,0,1,0,0
Grasset,1972,3,0,0,1,0,0,0,0,1,1,0
Grasset,1973,2,0,0,0,0,0,1,0,1,0,0
Grasset,1974,3,1,0,0,0,0,0,0,0,1,1
Grasset,1975,2,0,0,0,0,0,0,0,1,0,1
Grasset,1976,1,1,0,0,0,0,0,0,0,0,0
Grasset,1977,2,0,0,0,1,0,0,0,1,0,0
Grasset,1978,2,0,0,1,0,0,0,0,1,0,0
Grasset,1979,2,0,0,0,0,0,1,0,0,1,0
Grasset,1980,1,0,0,0,0,0,0,0,1,0,0
Grasset,1981,2,0,0,0,0,0,1,0,1,0,0
Grasset,1982,4,0,0,0,0,1,1,0,0,1,1
Grasset,1983,3,0,0,0,0,1,0,0,1,0,1
Grasset,1984,3,1,0,0,0,0,0,0,1,1,0
Grasset,1985,1,0,0,0,0,0,0,0,0,0,1
Grasset,1986,2,0,0,0,0,0,1,0,0,1,0
Grasset,1987,2,0,0,0,0,0,0,0,1,0,1
Grasset,1988,3,1,0,0,0,0,0,0,1,1,0
Grasset,1989,4,0,0,0,0,0,1,1,1,1,0
Grasset,1990,1,0,0,0,0,0,0,0,1,0,0
Grasset,1991,3,0,0,0,0,0,1,1,0,1,0
Grasset,1992,1,1,0,0,0,0,0,0,0,0,0
Grasset,1993,3,0,0,0,1,0,1,0,1,0,0
Grasset,1994,1,0,0,0,0,0,0,0,0,1,0
Grasset,1995,1,0,0,0,0,0,0,0,1,0,0
Grasset,1996,2,0,0,0,0,0,0,0,1,1,0
Grasset,1997,3,1,0,0,0,0,1,0,0,0,1
Grasset,1998,3,0,0,0,0,0,0,0,1,1,1
Grasset,1999,2,0,1,0,0,0,0,0,0,0,1
Grasset,2000,1,0,0,0,0,0,0,0,0,1,0
Grasset,2001,1,0,0,0,0,0,0,1,0,0,0
Grasset,2002,3,0,0,0,0,0,1,0,1,1,0
Grasset,2003,2,0,0,0,0,0,0,1,1,0,0
Grasset,2004,1,0,0,0,0,0,0,1,0,0,0
Grasset,2005,3,0,1,1,0,0,1,0,0,0,0
Grasset,2006,3,0,0,0,0,1,0,0,1,1,0
Grasset,2007,0,0,0,0,0,0,0,0,0,0,0
Grasset,2008,0,0,0,0,0,0,0,0,0,0,0
Grasset,2009,2,0,0,0,0,0,0,0,0,1,1
Grasset,2010,1,0,0,0,0,0,0,0,0,0,1
Grasset,2011,2,1,0,0,1,0,0,0,0,0,0
Grasset,2012,0,0,0,0,0,0,0,0,0,0,0
Grasset,2013,3,0,0,0,1,0,0,1,0,0,1
Grasset,2014,0,0,0,0,0,0,0,0,0,0,0
Julliard,1903,0,0,0,0,0,0,0,0,0,0,0
Julliard,1904,0,0,0,0,0,0,0,0,0,0,0
Julliard,1905,0,0,0,0,0,0,0,0,0,0,0
Julliard,1906,0,0,0,0,0,0,0,0,0,0,0
Julliard,1907,0,0,0,0,0,0,0,0,0,0,0
Julliard,1908,0,0,0,0,0,0,0,0,0,0,0
Julliard,1909,0,0,0,0,0,0,0,0,0,0,0
Julliard,1910,0,0,0,0,0,0,0,0,0,0,0
Julliard,1911,0,0,0,0,0,0,0,0,0,0,0
Julliard,1912,0,0,0,0,0,0,0,0,0,0,0
Julliard,1913,0,0,0,0,0,0,0,0,0,0,0
Julliard,1914,0,0,0,0,0,0,0,0,0,0,0
Julliard,1915,0,0,0,0,0,0,0,0,0,0,0
Julliard,1916,0,0,0,0,0,0,0,0,0,0,0
Julliard,1917,0,0,0,0,0,0,0,0,0,0,0
Julliard,1918,0,0,0,0,0,0,0,0,0,0,0
Julliard,1919,0,0,0,0,0,0,0,0,0,0,0
Julliard,1920,0,0,0,0,0,0,0,0,0,0,0
Julliard,1921,0,0,0,0,0,0,0,0,0,0,0
Julliard,1922,0,0,0,0,0,0,0,0,0,0,0
Julliard,1923,0,0,0,0,0,0,0,0,0,0,0
Julliard,1924,0,0,0,0,0,0,0,0,0,0,0
Julliard,1925,0,0,0,0,0,0,0,0,0,0,0
Julliard,1926,0,0,0,0,0,0,0,0,0,0,0
Julliard,1927,0,0,0,0,0,0,0,0,0,0,0
Julliard,1928,0,0,0,0,0,0,0,0,0,0,0
Julliard,1929,0,0,0,0,0,0,0,0,0,0,0
Julliard,1930,0,0,0,0,0,0,0,0,0,0,0
Julliard,1931,0,0,0,0,0,0,0,0,0,0,0
Julliard,1932,0,0,0,0,0,0,0,0,0,0,0
Julliard,1933,0,0,0,0,0,0,0,0,0,0,0
Julliard,1934,0,0,0,0,0,0,0,0,0,0,0
Julliard,1935,0,0,0,0,0,0,0,0,0,0,0
Julliard,1936,0,0,0,0,0,0,0,0,0,0,0
Julliard,1937,0,0,0,0,0,0,0,0,0,0,0
Julliard,1938,0,0,0,0,0,0,0,0,0,0,0
Julliard,1939,0,0,0,0,0,0,0,0,0,0,0
Julliard,1940,0,0,0,0,0,0,0,0,0,0,0
Julliard,1941,0,0,0,0,0,0,0,0,0,0,0
Julliard,1942,0,0,0,0,0,0,0,0,0,0,0
Julliard,1943,0,0,0,0,0,0,0,0,0,0,0
Julliard,1944,0,0,0,0,0,0,0,0,0,0,0
Julliard,1945,0,0,0,0,0,0,0,0,0,0,0
Julliard,1946,2,0,0,0,1,0,1,0,0,0,0
Julliard,1947,1,0,0,0,0,0,1,0,0,0,0
Julliard,1948,2,0,0,0,0,0,1,0,0,0,1
Julliard,1949,1,0,0,0,0,0,0,0,1,0,0
Julliard,1950,0,0,0,0,0,0,0,0,0,0,0
Julliard,1951,1,1,0,0,0,0,0,0,0,0,0
Julliard,1952,1,0,0,0,0,0,0,0,0,0,1
Julliard,1953,0,0,0,0,0,0,0,0,0,0,0
Julliard,1954,2,0,0,0,0,0,0,0,1,0,1
Julliard,1955,0,0,0,0,0,0,0,0,0,0,0
Julliard,1956,1,0,0,0,0,0,0,0,0,0,1
Julliard,1957,1,0,0,0,1,0,0,0,0,0,0
Julliard,1958,1,0,0,0,1,0,0,0,0,0,0
Julliard,1959,1,0,0,0,0,0,0,0,0,0,1
Julliard,1960,0,0,0,0,0,0,0,0,0,0,0
Julliard,1961,0,0,0,0,0,0,0,0,0,0,0
Julliard,1962,0,0,0,0,0,0,0,0,0,0,0
Julliard,1963,1,0,0,0,0,0,1,0,0,0,0
Julliard,1964,1,1,0,0,0,0,0,0,0,0,0
Julliard,1965,1,0,0,0,0,0,0,0,0,0,1
Julliard,1966,0,0,0,0,0,0,0,0,0,0,0
Julliard,1967,0,0,0,0,0,0,0,0,0,0,0
Julliard,1968,0,0,0,0,0,0,0,0,0,0,0
Julliard,1969,0,0,0,0,0,0,0,0,0,0,0
Julliard,1970,0,0,0,0,0,0,0,0,0,0,0
Julliard,1971,1,0,0,1,0,0,0,0,0,0,0
Julliard,1972,0,0,0,0,0,0,0,0,0,0,0
Julliard,1973,0,0,0,0,0,0,0,0,0,0,0
Julliard,1974,0,0,0,0,0,0,0,0,0,0,0
Julliard,1975,0,0,0,0,0,0,0,0,0,0,0
Julliard,1976,0,0,0,0,0,0,0,0,0,0,0
Julliard,1977,1,1,0,0,0,0,0,0,0,0,0
Julliard,1978,1,1,0,0,0,0,0,0,0,0,0
Julliard,1979,0,0,0,0,0,0,0,0,0,0,0
Julliard,1980,0,0,0,0,0,0,0,0,0,0,0
Julliard,1981,0,0,0,0,0,0,0,0,0,0,0
Julliard,1982,1,1,0,0,0,0,0,0,0,0,0
Julliard,1983,0,0,0,0,0,0,0,0,0,0,0
Julliard,1984,0,0,0,0,0,0,0,0,0,0,0
Julliard,1985,0,0,0,0,0,0,0,0,0,0,0
Julliard,1986,0,0,0,0,0,0,0,0,0,0,0
Julliard,1987,0,0,0,0,0,0,0,0,0,0,0
Julliard,1988,0,0,0,0,0,0,0,0,0,0,0
Julliard,1989,0,0,0,0,0,0,0,0,0,0,0
Julliard,1990,0,0,0,0,0,0,0,0,0,0,0
Julliard,1991,0,0,0,0,0,0,0,0,0,0,0
Julliard,1992,0,0,0,0,0,0,0,0,0,0,0
Julliard,1993,0,0,0,0,0,0,0,0,0,0,0
Julliard,1994,0,0,0,0,0,0,0,0,0,0,0
Julliard,1995,0,0,0,0,0,0,0,0,0,0,0
Julliard,1996,0,0,0,0,0,0,0,0,0,0,0
Julliard,1997,1,0,0,0,0,0,0,1,0,0,0
Julliard,1998,0,0,0,0,0,0,0,0,0,0,0
Julliard,1999,0,0,0,0,0,0,0,0,0,0,0
Julliard,2000,0,0,0,0,0,0,0,0,0,0,0
Julliard,2001,0,0,0,0,0,0,0,0,0,0,0
Julliard,2002,0,0,0,0,0,0,0,0,0,0,0
Julliard,2003,0,0,0,0,0,0,0,0,0,0,0
Julliard,2004,0,0,0,0,0,0,0,0,0,0,0
Julliard,2005,0,0,0,0,0,0,0,0,0,0,0
Julliard,2006,0,0,0,0,0,0,0,0,0,0,0
Julliard,2007,0,0,0,0,0,0,0,0,0,0,0
Julliard,2008,0,0,0,0,0,0,0,0,0,0,0
Julliard,2009,0,0,0,0,0,0,0,0,0,0,0
Julliard,2010,0,0,0,0,0,0,0,0,0,0,0
Julliard,2011,0,0,0,0,0,0,0,0,0,0,0
Julliard,2012,0,0,0,0,0,0,0,0,0,0,0
Julliard,2013,0,0,0,0,0,0,0,0,0,0,0
Julliard,2014,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1903,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1904,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1905,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1906,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1907,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1908,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1909,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1910,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1911,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1912,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1913,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1914,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1915,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1916,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1917,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1918,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1919,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1920,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1921,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1922,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1923,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1924,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1925,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1926,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1927,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1928,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1929,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1930,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1931,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1932,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1933,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1934,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1935,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1936,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1937,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1938,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1939,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1940,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1941,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1942,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1943,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1944,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1945,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1946,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1947,1,0,0,0,0,0,0,0,0,0,1
Le Seuil,1948,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1949,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1950,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1951,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1952,1,0,0,0,1,0,0,0,0,0,0
Le Seuil,1953,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1954,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1955,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1956,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1957,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1958,1,0,0,0,0,0,0,0,0,0,1
Le Seuil,1959,1,0,0,0,0,0,1,0,0,0,0
Le Seuil,1960,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1961,1,0,0,0,0,0,0,0,0,1,0
Le Seuil,1962,1,0,0,0,0,0,0,0,0,0,1
Le Seuil,1963,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1964,1,0,0,0,0,0,0,0,0,0,1
Le Seuil,1965,2,1,0,0,0,0,0,0,0,1,0
Le Seuil,1966,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1967,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1968,2,0,0,0,0,0,0,0,0,1,1
Le Seuil,1969,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1970,1,0,0,0,0,0,0,0,0,1,0
Le Seuil,1971,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1972,1,0,0,0,0,0,0,0,0,0,1
Le Seuil,1973,2,0,0,1,1,0,0,0,0,0,0
Le Seuil,1974,1,0,0,0,1,0,0,0,0,0,0
Le Seuil,1975,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1976,2,0,0,0,0,0,1,0,1,0,0
Le Seuil,1977,1,0,0,0,0,0,1,0,0,0,0
Le Seuil,1978,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1979,1,0,0,0,0,0,0,0,0,0,1
Le Seuil,1980,4,1,0,0,0,1,0,0,0,1,1
Le Seuil,1981,1,0,0,0,0,0,0,0,0,0,1
Le Seuil,1982,1,0,0,0,1,0,0,0,0,0,0
Le Seuil,1983,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1984,1,0,0,0,1,0,0,0,0,0,0
Le Seuil,1985,2,1,0,0,0,0,0,0,0,1,0
Le Seuil,1986,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1987,2,0,0,0,0,0,1,0,0,1,0
Le Seuil,1988,2,0,0,0,0,0,1,1,0,0,0
Le Seuil,1989,1,0,0,0,0,0,0,0,0,0,1
Le Seuil,1990,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1991,1,0,0,0,0,0,0,0,0,0,1
Le Seuil,1992,2,0,0,0,0,1,0,0,0,1,0
Le Seuil,1993,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1994,2,1,0,0,1,0,0,0,0,0,0
Le Seuil,1995,1,0,0,0,0,0,0,0,0,1,0
Le Seuil,1996,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1997,1,0,0,1,0,0,0,0,0,0,0
Le Seuil,1998,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,1999,2,0,0,0,1,1,0,0,0,0,0
Le Seuil,2000,3,0,0,0,0,1,0,1,0,0,1
Le Seuil,2001,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,2002,1,0,0,0,1,0,0,0,0,0,0
Le Seuil,2003,2,0,0,1,0,0,0,0,0,1,0
Le Seuil,2004,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,2005,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,2006,1,0,0,0,0,0,0,0,0,0,1
Le Seuil,2007,1,0,0,0,0,0,0,0,0,1,0
Le Seuil,2008,1,0,0,0,0,0,0,0,0,0,1
Le Seuil,2009,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,2010,1,0,0,0,0,1,0,0,0,0,0
Le Seuil,2011,1,0,1,0,0,0,0,0,0,0,0
Le Seuil,2012,1,0,0,0,1,0,0,0,0,0,0
Le Seuil,2013,0,0,0,0,0,0,0,0,0,0,0
Le Seuil,2014,3,0,1,0,0,0,1,0,0,1,0
Mercure de France,1903,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1904,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1905,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1906,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1907,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1908,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1909,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1910,1,0,0,0,0,0,1,0,0,0,0
Mercure de France,1911,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1912,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1913,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1914,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1915,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1916,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1917,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1918,1,0,0,0,0,0,1,0,0,0,0
Mercure de France,1919,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1920,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1921,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1922,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1923,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1924,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1925,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1926,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1927,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1928,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1929,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1930,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1931,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1932,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1933,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1934,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1935,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1936,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1937,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1938,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1939,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1940,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1941,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1942,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1943,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1944,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1945,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1946,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1947,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1948,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1949,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1950,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1951,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1952,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1953,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1954,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1955,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1956,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1957,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1958,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1959,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1960,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1961,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1962,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1963,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1964,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1965,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1966,1,0,0,0,1,0,0,0,0,0,0
Mercure de France,1967,1,0,0,0,0,0,0,0,0,0,1
Mercure de France,1968,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1969,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1970,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1971,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1972,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1973,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1974,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1975,2,0,0,0,1,0,1,0,0,0,0
Mercure de France,1976,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1977,2,0,0,1,0,0,0,0,0,1,0
Mercure de France,1978,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1979,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1980,1,0,0,0,1,0,0,0,0,0,0
Mercure de France,1981,1,0,0,0,0,0,0,0,0,1,0
Mercure de France,1982,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1983,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1984,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1985,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1986,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1987,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1988,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1989,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1990,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1991,1,0,0,0,1,0,0,0,0,0,0
Mercure de France,1992,2,0,0,1,0,0,0,0,1,0,0
Mercure de France,1993,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1994,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1995,3,0,0,0,0,0,1,1,0,1,0
Mercure de France,1996,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1997,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1998,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,1999,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,2000,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,2001,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,2002,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,2003,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,2004,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,2005,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,2006,1,0,1,0,0,0,0,0,0,0,0
Mercure de France,2007,1,0,0,0,0,0,1,0,0,0,0
Mercure de France,2008,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,2009,1,0,0,0,1,0,0,0,0,0,0
Mercure de France,2010,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,2011,1,0,1,0,0,0,0,0,0,0,0
Mercure de France,2012,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,2013,0,0,0,0,0,0,0,0,0,0,0
Mercure de France,2014,0,0,0,0,0,0,0,0,0,0,0
Plon,1903,0,0,0,0,0,0,0,0,0,0,0
Plon,1904,0,0,0,0,0,0,0,0,0,0,0
Plon,1905,0,0,0,0,0,0,0,0,0,0,0
Plon,1906,1,0,0,0,0,0,1,0,0,0,0
Plon,1907,1,0,0,0,0,0,1,0,0,0,0
Plon,1908,1,0,0,0,1,0,0,0,0,0,0
