code_reg	code_dept	code_zoneempl	code_comm	code_post	0	1	commune	pop11	naissances2011	deces2011
43	25	4301	25065	25640	6.17768	47.41155	Blarians	55	0	0
43	25	4302	25066	25250	6.61831	47.4352	Blussangeaux	78	0	0
43	25	4302	25067	25250	6.61025	47.41348	Blussans	189	1	2
43	25	4301	25070	25330	6.11491	47.00623	Bolandoz	356	5	3
43	25	4302	25071	25230	6.84483	47.43365	Bondeval	477	3	3
43	25	4309	25072	25680	6.36538	47.50724	Bonnal	19	0	0
43	25	4301	25073	25870	6.0447	47.32922	Bonnay	857	10	5
43	25	4303	25074	25210	6.73897	47.1803	Bonnétage	798	11	5
43	25	4304	25075	25560	6.19703	46.80911	Bonnevaux	341	2	1
43	25	4301	25076	25620	6.17078	47.13553	Bonnevaux-le-Prieuré	109	1	0
43	25	4303	25077	25210	6.64869	47.14405	La Bosse	77	2	0
43	25	4301	25078	25360	6.23301	47.24136	Bouclans	970	9	5
43	25	4304	25079	25560	6.0792	46.88446	Boujailles	412	3	3
43	25	4302	25082	25150	6.77408	47.41282	Bourguignon	957	4	5
43	25	4302	25083	25250	6.49639	47.48839	Bournois	188	2	3
43	25	4301	25084	25320	5.90144	47.15145	Boussières	1084	13	6
43	25	4304	25085	25560	6.2111	46.84061	Bouverans	347	1	0
43	25	4301	25086	25640	6.0866	47.31191	Braillans	156	4	1
43	25	4302	25087	25340	6.47979	47.37947	Branne	177	2	0
43	25	4301	25088	25640	6.27062	47.34182	Breconchaux	91	0	0
43	25	4301	25089	25530	6.39716	47.23196	Bremondans	81	0	2
43	25	4301	25090	25440	5.86442	47.05772	Brères	41	4	0
43	25	4303	25091	25120	6.80149	47.2747	Les Bréseux	439	9	3
43	25	4301	25092	25640	6.27687	47.37746	La Bretenière	63	1	1
43	25	4302	25093	25250	6.63498	47.48671	Bretigney	82	0	0
43	25	4301	25094	25110	6.30363	47.30929	Bretigney-Notre-Dame	110	5	1
43	25	4301	25095	25380	6.61719	47.21586	Bretonvillers	233	1	4
43	25	4304	25096	25240	6.24255	46.74681	Brey-et-Maison-du-Bois	98	0	1
43	25	4302	25097	25600	6.86516	47.52768	Brognard	463	1	4
43	25	4301	25098	25440	5.82831	47.03261	Buffard	159	2	0
43	25	4304	25099	25520	6.35684	46.99777	Bugny	172	4	0
43	25	4304	25100	25560	6.20179	46.90564	Bulle	395	6	2
43	25	4301	25101	25170	5.78199	47.2617	Burgille	530	5	4
43	25	4303	25102	25470	7.02071	47.3323	Burnevillers	46	0	1
43	25	4301	25103	25320	5.95432	47.16798	Busy	571	5	0
43	25	4301	25104	25440	5.89881	47.01237	By	73	1	1
43	25	4301	25105	25320	5.84744	47.11298	Byans-sur-Doubs	549	5	9
43	25	4301	25106	25290	6.02753	47.09519	Cademène	87	0	0
43	25	4301	25107	25640	6.24551	47.3987	Cendrey	186	2	0
43	25	4303	25108	25120	6.8335	47.25066	Cernay-l'Église	282	3	1
43	25	4301	25109	25440	5.92331	47.11326	Cessey	347	3	1
43	25	4304	25110	25300	6.25634	46.91716	Chaffois	902	12	5
43	25	4301	25111	25220	6.09542	47.26112	Chalèze	351	5	2
43	25	4301	25112	25220	6.06588	47.25665	Chalezeule	1232	13	10
43	25	4301	25113	25380	6.63189	47.23672	Chamesey	120	2	1
43	25	4302	25114	25190	6.84436	47.34634	Chamesol	405	8	4
43	25	4301	25115	25170	5.89206	47.2553	Champagney	260	5	0
43	25	4301	25116	25360	6.24419	47.28832	Champlive	266	1	0
43	25	4301	25117	25640	6.13581	47.3407	Champoux	90	4	0
43	25	4301	25119	25170	5.90746	47.25663	Champvans-les-Moulins	352	5	1
43	25	4301	25120	25330	6.16353	47.04775	Chantrans	418	5	2
43	25	4307	25121	25240	6.10776	46.60667	Chapelle-des-Bois	263	3	4
43	25	4304	25122	25270	6.1657	46.934	Chapelle-d'Huin	466	9	2
43	25	4301	25123	25620	6.20783	47.15025	Charbonnières-les-Sapins	192	2	1
43	25	4303	25124	25470	6.91716	47.23128	Charmauvillers	274	6	2
43	25	4303	25125	25380	6.66851	47.23946	Charmoille	311	1	2
43	25	4301	25126	25440	5.95023	47.12814	Charnay	462	6	1
43	25	4303	25127	25140	6.84278	47.20151	Charquemont	2491	37	16
43	25	4301	25128	25580	6.3223	47.08254	Chasnans	249	4	3
43	25	4301	25129	25290	6.11094	47.08371	Chassagne-Saint-Denis	116	1	1
43	25	4301	25130	25840	6.20017	47.0577	Châteauvieux-les-Fossés	12	0	0
43	25	4307	25131	25240	6.10624	46.66505	Châtelblanc	112	1	0
43	25	4301	25132	25640	6.1685	47.32792	Châtillon-Guyotte	129	3	4
43	25	4301	25133	25870	6.00103	47.30602	Châtillon-le-Duc	1894	16	5
43	25	4301	25134	25440	5.98071	47.07279	Châtillon-sur-Lison	11	0	0
43	25	4301	25136	25170	5.89456	47.28447	Chaucenne	538	8	3
43	25	4301	25137	25640	6.16109	47.346	Chaudefontaine	216	3	4
43	25	4302	25138	25190	6.72873	47.31663	Les Terres-de-Chaux	136	1	0
43	25	4304	25139	25650	6.4147	47.01927	La Chaux	429	5	0
43	25	4302	25140	25340	6.51577	47.37159	Chaux-lès-Clerval	191	1	1
43	25	4301	25141	25530	6.35007	47.2359	Chaux-lès-Passavant	146	2	1
43	25	4304	25142	25240	6.1525	46.65553	Chaux-Neuve	273	5	1
43	25	4301	25143	25440	5.86151	47.03352	Chay	194	2	1
43	25	4302	25145	25430	6.53902	47.32822	Chazot	126	0	1
43	25	4301	25147	25320	5.89261	47.21797	Chemaudin	1441	17	10
43	25	4303	25148	25500	6.68735	47.10815	La Chenalotte	430	6	1
43	25	4301	25149	25440	5.97528	47.13848	Chenecey-Buillon	559	5	3
43	25	4301	25150	25170	5.84652	47.29314	Chevigney-sur-l'Ognon	241	1	2
43	25	4301	25151	25530	6.36768	47.16514	Chevigney-lès-Vercel	122	3	1
43	25	4301	25152	25620	6.15733	47.22034	La Chevillotte	108	3	0
43	25	4301	25153	25870	5.99948	47.33135	Chevroz	105	2	1
43	25	4301	25154	25440	5.90863	47.12321	Chouzelot	281	1	1
43	25	4301	25155	25330	6.07062	47.08156	Cléron	314	2	2
43	25	4302	25156	25340	6.50259	47.39917	Clerval	1051	16	8
43	25	4304	25157	25300	6.39292	46.86835	La Cluse-et-Mijoux	1219	16	8
43	25	4302	25159	25260	6.69007	47.44733	Colombier-Fontaine	1374	17	11
43	25	4303	25160	25500	6.53658	47.04704	Les Combes	732	8	1
43	25	4303	25161	25390	6.60276	47.15458	Consolation-Maisonnettes	30	0	0
43	25	4301	25162	25410	5.80425	47.22666	Corcelles-Ferrières	188	1	3
43	25	4301	25163	25640	6.18319	47.36156	Corcelle-Mieslot	109	0	0
43	25	4301	25164	25410	5.82748	47.22598	Corcondray	130	4	1
43	25	4301	25166	25360	6.31063	47.25199	Côtebrune	71	3	2
43	25	4302	25170	25420	6.78555	47.49471	Courcelles-lès-Montbéliard	1105	14	7
43	25	4301	25171	25440	5.95902	47.10071	Courcelles	83	2	0
43	25	4301	25172	25170	5.75169	47.25837	Courchapon	174	2	3
43	25	4303	25173	25380	6.7099	47.26382	Cour-Saint-Maurice	165	1	2
43	25	4303	25174	25470	6.91192	47.32148	Courtefontaine	235	2	2
43	25	4301	25175	25530	6.4265	47.25983	Courtetain-et-Salans	89	2	1
43	25	4304	25176	25560	6.0994	46.86401	Courvières	267	7	0
43	25	4302	25177	25340	6.52726	47.34724	Crosey-le-Grand	177	1	1
43	25	4302	25178	25340	6.48466	47.34258	Crosey-le-Petit	118	0	0
43	25	4304	25179	25240	6.13161	46.70668	Le Crouzet	65	1	1
43	25	4301	25180	25270	6.01221	46.9567	Crouzet-Migette	122	1	0
43	25	4309	25181	25680	6.40318	47.50407	Cubrial	137	1	3
43	25	4309	25182	25680	6.4236	47.49843	Cubry	81	2	0
43	25	4301	25183	25110	6.43864	47.32263	Cusance	82	2	1
43	25	4301	25184	25680	6.38839	47.48331	Cuse-et-Adrisans	278	5	2
43	25	4301	25185	25440	5.95767	47.06224	Cussey-sur-Lison	61	1	0
43	25	4301	25186	25870	5.94001	47.32775	Cussey-sur-l'Ognon	961	10	1
43	25	4302	25187	25150	6.66775	47.36918	Dambelin	484	11	5
43	25	4302	25188	25600	6.872	47.54446	Dambenois	777	4	2
43	25	4301	25189	25110	6.28044	47.29333	Dammartin-les-Templiers	204	4	0
43	25	4302	25190	25490	6.91565	47.50748	Dampierre-les-Bois	1663	30	13
43	25	4302	25191	25420	6.73247	47.46713	Dampierre-sur-le-Doubs	490	7	5
43	25	4302	25192	25190	6.74818	47.33873	Dampjoux	159	7	3
43	25	4303	25193	25450	6.8737	47.23785	Damprichard	1789	34	15
43	25	4302	25194	25310	6.90002	47.389	Dannemarie	108	3	0
43	25	4301	25195	25410	5.86495	47.20624	Dannemarie-sur-Crète	1326	11	4
43	25	4302	25196	25230	6.89668	47.48247	Dasle	1420	9	10
43	25	4301	25197	25960	6.19334	47.2972	Deluz	627	7	3
43	25	4302	25198	25750	6.67184	47.53878	Désandans	716	5	37
43	25	4301	25199	25330	6.07296	46.9993	Déservillers	332	12	4
43	25	4301	25200	25870	6.01736	47.3241	Devecey	1345	12	3
43	25	4304	25201	25300	6.30965	46.92895	Dommartin	632	13	3
43	25	4304	25202	25560	6.16385	46.88661	Dompierre-les-Tilleuls	240	2	3
43	25	4301	25203	25510	6.47938	47.19753	Domprel	157	1	0
43	25	4304	25204	25300	6.35996	46.93118	Doubs	2654	31	71
43	25	4302	25207	25550	6.74525	47.50649	Dung	651	8	0
43	25	4301	25208	25580	6.22363	47.10657	Durnes	156	1	1
43	25	4301	25209	25440	5.94984	47.04701	Échay	121	0	2
43	25	4302	25210	25550	6.69266	47.52738	Échenans	133	1	0
43	25	4301	25211	25580	6.23692	47.07078	Échevannes	82	0	0
43	25	4301	25212	25480	5.98882	47.27441	École-Valentin	2321	31	13
43	25	4303	25213	25140	6.79733	47.20361	Les Écorces	661	9	0
43	25	4302	25214	25150	6.73233	47.42304	Écot	509	7	3
43	25	4301	25215	25640	6.25275	47.34368	L'Écouvotte	106	1	0
43	25	4302	25216	25150	6.80503	47.40311	Écurcey	278	2	3
43	25	4301	25217	25170	5.86865	47.30391	Émagny	608	6	5
43	25	4301	25218	25530	6.39752	47.21343	Épenouse	140	1	2
43	25	4301	25219	25800	6.38484	47.13393	Épenoy	599	11	4
43	25	4301	25220	25290	6.01996	47.12734	Épeugney	542	7	3
43	25	4301	25221	25110	6.32371	47.33288	Esnans	38	2	0
43	25	4301	25222	25580	6.26149	47.16173	Étalans	1180	21	9
43	25	4301	25223	25330	6.00197	47.01558	Éternoz	348	3	5
43	25	4302	25224	25260	6.72061	47.45653	Étouvans	759	4	7
43	25	4301	25225	25170	5.73738	47.23236	Étrabonne	194	2	0
43	25	4302	25226	25250	6.58016	47.47276	Étrappe	196	3	1
43	25	4301	25227	25800	6.33533	47.12433	Étray	216	8	0
43	25	4302	25228	25460	6.87353	47.50622	Étupes	3557	46	35
43	25	4304	25229	25520	6.22179	46.99547	Évillers	324	3	2
43	25	4302	25230	25400	6.83497	47.50142	Exincourt	3162	37	37
43	25	4301	25231	25530	6.4307	47.20273	Eysson	93	0	0
43	25	4302	25232	25250	6.61594	47.4838	Faimbe	108	1	2
43	25	4301	25233	25580	6.29267	47.13852	Fallerans	253	6	1
43	25	4303	25234	25470	6.89003	47.26821	Ferrières-le-Lac	187	8	0
43	25	4301	25235	25410	5.8027	47.20912	Ferrières-les-Bois	319	3	1
43	25	4301	25236	25330	6.06472	47.05544	Fertans	258	4	0
43	25	4302	25237	25490	6.90103	47.51967	Fesches-le-Châtel	2271	31	16
43	25	4303	25238	25470	6.91973	47.28076	Fessevillers	173	3	0
43	25	4302	25239	25190	6.73539	47.35099	Feule	182	7	3
43	25	4303	25240	25500	6.62883	47.07838	Les Fins	2938	36	24
43	25	4301	25241	25330	6.11184	47.04754	Flagey	143	3	2
43	25	4301	25242	25640	6.22003	47.4144	Flagey-Rigney	82	6	1
43	25	4301	25243	25390	6.47199	47.1213	Flangebouche	698	16	19
43	25	4302	25244	25190	6.77726	47.30107	Fleurey	99	1	0
43	25	4301	25245	25660	6.03885	47.19236	Fontain	949	9	7
43	25	4302	25246	25340	6.46912	47.42143	Fontaine-lès-Clerval	253	1	3
43	25	4302	25247	25340	6.41104	47.44825	Fontenelle-Montby	103	0	1
43	25	4303	25248	25210	6.7541	47.19214	Les Fontenelles	541	8	1
43	25	4301	25249	25110	6.31362	47.3757	Fontenotte	57	1	2
43	25	4301	25250	25620	6.14575	47.14975	Foucherans	447	10	0
43	25	4301	25251	25110	6.30645	47.33587	Fourbanne	175	0	0
43	25	4304	25252	25370	6.31302	46.76402	Fourcatier-et-Maison-Neuve	86	3	0
43	25	4301	25253	25440	5.80296	47.09514	Fourg	317	5	1
43	25	4304	25254	25300	6.41622	46.84025	Les Fourgs	1239	26	2
43	25	4303	25255	25140	6.82524	47.16621	Fournet-Blancheroche	348	2	2
43	25	4303	25256	25140	6.77668	47.20031	Frambouhans	807	13	3
43	25	4301	25257	25170	5.81341	47.25896	Franey	277	4	0
43	25	4301	25258	25770	5.92497	47.22536	Franois	1937	24	7
43	25	4304	25259	25560	6.14606	46.85201	Frasne	1844	23	16
43	25	4302	25261	25190	6.69276	47.30049	Froidevaux	61	1	0
43	25	4303	25262	25390	6.5908	47.12753	Fuans	494	5	1
43	25	4304	25263	25240	6.23705	46.72697	Gellin	216	3	0
43	25	4302	25264	25250	6.59224	47.53463	Gémonval	78	0	3
43	25	4301	25265	25870	5.97105	47.32011	Geneuille	1361	10	5
43	25	4302	25266	25250	6.56573	47.48314	Geney	149	3	0
43	25	4301	25267	25660	6.13112	47.24751	Gennes	591	7	0
43	25	4301	25268	25510	6.48363	47.22537	Germéfontaine	125	2	1
43	25	4301	25269	25640	6.20034	47.41389	Germondans	62	0	2
43	25	4304	25270	25270	6.04884	46.96371	Gevresin	116	1	0
43	25	4303	25271	25650	6.48814	47.05438	Gilley	1516	21	12
43	25	4301	25273	25360	6.28683	47.26639	Glamondans	189	3	3
43	25	4302	25274	25310	6.89424	47.40347	Glay	364	6	1
43	25	4302	25275	25190	6.98433	47.34831	Glère	217	0	0
43	25	4302	25276	25340	6.45702	47.444	Gondenans-Montby	171	3	3
43	25	4301	25277	25680	6.38278	47.46529	Gondenans-les-Moulins	74	0	1
43	25	4301	25278	25360	6.29744	47.22646	Gonsans	531	6	1
43	25	4301	25279	25680	6.3577	47.45427	Gouhelans	112	1	1
43	25	4303	25280	25470	6.93963	47.26641	Goumois	177	1	0
43	25	4302	25281	25150	6.67771	47.39757	Goux-lès-Dambelin	275	5	2
43	25	4304	25282	25520	6.29489	46.98102	Goux-les-Usiers	714	16	3
43	25	4301	25283	25440	5.93334	47.07829	Goux-sous-Landet	58	0	2
43	25	4302	25284	25200	6.82319	47.53386	Grand-Charmont	5256	79	47
43	25	4303	25285	25570	6.55961	47.01584	Grand'Combe-Châteleu	1369	15	11
43	25	4303	25286	25210	6.77975	47.13587	Grand'Combe-des-Bois	131	0	1
43	25	4301	25287	25320	5.90033	47.19891	Grandfontaine	1432	16	9
43	25	4303	25288	25390	6.55928	47.1018	Fournets-Luisans	635	9	2
43	25	4301	25289	25510	6.45612	47.18381	Grandfontaine-sur-Creuse	81	0	0
43	25	4302	25290	25380	6.67077	47.28436	La Grange	92	2	0
43	25	4304	25293	25300	6.32016	46.8784	Granges-Narboz	984	15	4
43	25	4304	25295	25160	6.31513	46.83167	Les Grangettes	264	4	3
43	25	4303	25296	25790	6.53969	46.98687	Les Gras	764	22	7
43	25	4301	25297	25620	6.13178	47.18116	Le Gratteris	173	3	4
43	25	4301	25298	25110	6.30461	47.34633	Grosbois	230	3	0
43	25	4301	25299	25110	6.39442	47.31602	Guillon-les-Bains	107	0	2
43	25	4301	25300	25580	6.24421	47.12945	Guyans-Durnes	257	5	0
43	25	4303	25301	25390	6.5834	47.16693	Guyans-Vennes	755	19	4
43	25	4301	25302	25580	6.30777	47.0525	Hautepierre-le-Châtelet	96	1	0
43	25	4304	25303	25650	6.45727	46.96728	Hauterive-la-Fresse	211	3	3
43	25	4302	25304	25310	6.88517	47.4359	Hérimoncourt	3683	44	32
43	25	4301	25305	25620	6.21184	47.18006	L'Hôpital-du-Grosbois	554	12	2
43	25	4302	25306	25340	6.45625	47.39948	L'Hôpital-Saint-Lieffroy	96	1	0
43	25	4304	25307	25370	6.39131	46.7853	Les Hôpitaux-Neufs	767	12	2
43	25	4304	25308	25370	6.39161	46.80325	Les Hôpitaux-Vieux	374	6	2
43	25	4304	25309	25300	6.30025	46.91196	Houtaud	995	13	1
43	25	4301	25310	25680	6.34213	47.43195	Huanne-Montmartin	84	1	0
43	25	4302	25311	25250	6.63897	47.38091	Hyémondans	200	4	1
43	25	4301	25312	25110	6.43447	47.36055	Hyèvre-Magny	77	1	0
43	25	4301	25313	25110	6.43306	47.37388	Hyèvre-Paroisse	189	1	0
43	25	4303	25314	25470	6.96942	47.31227	Indevillers	242	6	3
43	25	4302	25315	25250	6.58905	47.42393	L'Isle-sur-le-Doubs	3145	37	39
43	25	4302	25316	25550	6.73156	47.5267	Issans	263	0	1
43	25	4301	25317	25170	5.71944	47.25698	Jallerange	185	3	4
43	25	4304	25318	25370	6.40387	46.76409	Jougne	1434	24	8
43	25	4304	25319	25270	6.08231	46.97459	Labergement-du-Navois	107	1	0
43	25	4304	25320	25160	6.27676	46.77921	Labergement-Sainte-Marie	1114	22	6
43	25	4303	25321	25130	6.68941	47.07028	Villers-le-Lac	4445	50	31
43	25	4302	25322	25550	6.73502	47.5503	Laire	388	2	2
43	25	4301	25323	25820	6.22843	47.30119	Laissey	464	3	1
43	25	4301	25324	25360	6.44817	47.29204	Lanans	133	2	1
43	25	4301	25325	25530	6.48915	47.26038	Landresse	223	3	3
43	25	4301	25326	25170	5.77272	47.23133	Lantenne-Vertière	536	7	1
43	25	4302	25327	25250	6.6249	47.39151	Lanthenans	64	1	0
43	25	4301	25328	25720	5.97343	47.17912	Larnod	673	8	3
43	25	4303	25329	25210	6.62165	47.18048	Laval-le-Prieuré	34	0	0
43	25	4301	25330	25440	5.89657	47.08675	Lavans-Quingey	194	1	3
43	25	4301	25331	25580	6.2587	47.08036	Lavans-Vuillafans	221	7	4
43	25	4301	25332	25170	5.81883	47.2443	Lavernay	587	6	1
43	25	4301	25333	25510	6.55941	47.2548	Laviron	356	4	4
43	25	4304	25334	25270	6.11754	46.95718	Levier	1971	24	36
43	25	4302	25335	25190	6.78398	47.3311	Liebvillers	151	2	0
43	25	4301	25336	25440	5.81258	47.0662	Liesle	510	5	3
43	25	4301	25338	25330	5.99282	47.05473	Lizine	88	0	2
43	25	4301	25339	25930	6.25576	47.04947	Lods	231	2	4
43	25	4301	25340	25440	5.84971	47.08071	Lombard	213	3	1
43	25	4301	25341	25110	6.43834	47.33804	Lomont-sur-Crête	164	2	1
43	25	4301	25342	25690	6.43708	47.16546	Longechaux	64	1	0
43	25	4301	25343	25690	6.45685	47.08238	Longemaison	137	3	0
43	25	4301	25344	25380	6.65563	47.22288	Longevelle-lès-Russey	46	0	0
43	25	4302	25345	25260	6.64961	47.45976	Longevelle-sur-Doubs	644	15	5
43	25	4301	25346	25330	6.22874	47.02877	Longeville	151	1	3
43	25	4304	25347	25650	6.46716	47.01821	La Longeville	700	14	2
43	25	4304	25348	25370	6.33078	46.74501	Longevilles-Mont-d'Or	441	4	2
43	25	4301	25349	25390	6.49666	47.15965	Loray	490	7	2
43	25	4302	25350	25260	6.68351	47.47169	Lougres	786	4	11
43	25	4303	25351	25210	6.67765	47.17036	Le Luhier	200	1	1
43	25	4301	25354	25110	6.34776	47.37949	Luxiol	161	1	1
43	25	4301	25355	25360	6.3286	47.23469	Magny-Châtelard	45	2	0
43	25	4303	25356	25120	6.7988	47.23978	Maîche	4380	55	54
43	25	4304	25357	25650	6.41426	46.97956	Maisons-du-Bois-Lièvremont	629	6	4
43	25	4301	25359	25330	6.02925	47.04425	Malans	158	2	3
43	25	4301	25360	25620	6.089	47.12373	Malbrans	133	2	1
43	25	4304	25361	25160	6.31211	46.79877	Malbuisson	716	6	2
43	25	4304	25362	25160	6.28837	46.82727	Malpas	227	2	3
43	25	4301	25364	25620	6.16244	47.19842	Mamirolle	1722	17	24
43	25	4302	25365	25250	6.54251	47.46333	Mancenans	321	2	2
43	25	4303	25366	25120	6.77367	47.25806	Mancenans-Lizerne	186	3	0
43	25	4302	25367	25350	6.81033	47.43267	Mandeure	4905	60	59
43	25	4301	25368	25640	6.1217	47.32248	Marchaux	1161	15	9
43	25	4302	25369	25250	6.59359	47.52187	Marvelise	153	2	0
43	25	4302	25370	25700	6.77023	47.44237	Mathay	2154	17	14
43	25	4301	25371	25170	5.86508	47.24438	Mazerolles-le-Salin	207	2	2
43	25	4302	25372	25250	6.60261	47.46321	Médière	315	2	0
43	25	4303	25373	25210	6.68775	47.16014	Le Mémont	41	2	1
43	25	4301	25374	25410	5.75248	47.21198	Mercey-le-Grand	491	7	0
43	25	4301	25375	25660	6.0643	47.1635	Mérey-sous-Montrond	436	7	2
43	25	4301	25376	25870	6.06388	47.33323	Mérey-Vieilley	110	0	0
43	25	4301	25377	25680	6.37992	47.42982	Mésandans	209	5	0
43	25	4302	25378	25310	6.89299	47.41806	Meslières	356	7	0
43	25	4301	25379	25440	5.8505	47.05808	Mesmay	71	1	0
43	25	4304	25380	25370	6.35324	46.76488	Métabief	1088	21	4
43	25	4301	25381	25480	5.97361	47.28784	Miserey-Salines	2167	24	13
43	25	4301	25382	25870	6.13559	47.36186	Moncey	487	7	6
43	25	4301	25383	25170	5.90271	47.30319	Moncley	320	2	2
43	25	4301	25384	25680	6.31213	47.44829	Mondon	85	3	1
43	25	4301	25385	25680	6.30394	47.46688	Montagney-Servigney	122	2	0
43	25	4302	25386	25190	7.03093	47.35585	Montancy	163	1	2
43	25	4303	25387	25190	6.835	47.29876	Montandon	387	8	1
43	25	4302	25388	25200	6.79148	47.51552	Montbéliard	25974	422	257
43	25	4303	25389	25210	6.67086	47.18112	Montbéliardot	106	4	1
43	25	4304	25390	25650	6.46539	46.98351	Montbenoît	393	7	0
43	25	4303	25391	25210	6.63637	47.16161	Mont-de-Laval	188	2	1
43	25	4303	25392	25120	6.73993	47.24188	Mont-de-Vougney	171	3	3
43	25	4302	25393	25190	6.79844	47.34866	Montécheroux	574	14	3
43	25	4302	25394	25260	6.65828	47.49324	Montenois	1536	16	8
43	25	4301	25395	25660	6.08661	47.24186	Montfaucon	1508	15	10
43	25	4301	25397	25320	5.91877	47.18643	Montferrand-le-Château	2202	21	57
43	25	4304	25398	25650	6.43559	46.99453	Montflovin	101	1	0
43	25	4301	25399	25440	5.9009	47.05886	Montfort	94	0	0
43	25	4301	25400	25111	6.19274	47.08792	Montgesoye	482	1	5
43	25	4301	25401	25110	6.42153	47.31056	Montivernage	26	1	1
43	25	4302	25402	25190	6.89672	47.34626	Montjoie-le-Château	33	0	0
43	25	4303	25403	25500	6.62117	47.02306	Montlebon	1963	20	10
43	25	4301	25404	25270	6.03349	46.98302	Montmahoux	102	2	1
43	25	4304	25405	25160	6.34452	46.82048	Montperreux	770	9	3
43	25	4301	25406	25660	6.04311	47.14559	Montrond-le-Château	575	3	5
43	25	4301	25408	25680	6.2913	47.43601	Montussaint	71	1	1
43	25	4301	25410	25660	6.0714	47.21961	Morre	1373	20	6
43	25	4303	25411	25500	6.58306	47.06341	Morteau	6758	99	70
43	25	4304	25413	25240	6.20564	46.68209	Mouthe	958	16	23
43	25	4301	25414	25170	5.73148	47.24347	Le Moutherot	129	4	0
43	25	4301	25415	25920	6.27517	47.03391	Mouthier-Haute-Pierre	311	5	6
43	25	4301	25416	25440	5.9402	47.01001	Myon	190	1	1
43	25	4301	25417	25360	6.23467	47.20835	Naisey-les-Granges	753	8	8
43	25	4301	25418	25360	6.17754	47.25002	Nancray	1266	14	7
43	25	4301	25419	25680	6.41042	47.47633	Nans	90	0	0
43	25	4301	25420	25330	5.99276	46.97685	Nans-sous-Sainte-Anne	151	0	1
43	25	4303	25421	25210	6.6938	47.12964	Narbief	72	1	0
43	25	4302	25422	25150	6.73047	47.37482	Neuchâtel-Urtière	164	3	0
43	25	4301	25424	25580	6.35013	47.08856	Nods	575	9	4
43	25	4303	25425	25500	6.65939	47.10425	Noël-Cerneux	378	2	2
43	25	4302	25426	25190	6.76427	47.34684	Noirefontaine	361	3	3
43	25	4301	25427	25170	5.8707	47.27344	Noironte	351	4	0
43	25	4302	25428	25600	6.84699	47.53958	Nommay	1661	14	8
43	25	4301	25429	25220	6.12952	47.28812	Novillars	1515	12	12
43	25	4301	25430	25640	6.24529	47.42034	Ollans	41	0	0
43	25	4302	25431	25250	6.60418	47.50037	Onans	378	7	1
43	25	4303	25432	25390	6.51419	47.11134	Orchamps-Vennes	1908	22	10
43	25	4303	25433	25120	6.75428	47.26649	Orgeans-Blanchefontaine	49	0	1
43	25	4301	25434	25290	6.15005	47.09782	Ornans	4223	51	40
43	25	4301	25435	25530	6.38074	47.25054	Orsans	162	2	2
43	25	4302	25436	25430	6.5595	47.33805	Orve	68	0	1
43	25	4301	25437	25360	6.21232	47.2717	Osse	331	4	1
43	25	4301	25438	25320	5.86346	47.14803	Osselle	410	6	3
43	25	4301	25439	25640	6.2754	47.31992	Ougney-Douvot	204	4	2
43	25	4304	25440	25520	6.30186	47.00124	Ouhans	371	6	1
43	25	4301	25441	25530	6.48979	47.27612	Ouvans	77	0	0
43	25	4304	25442	25160	6.33847	46.85192	Oye-et-Pallet	697	5	2
43	25	4301	25443	25440	5.94145	47.0996	Palantine	55	1	1
43	25	4301	25444	25870	6.0917	47.36572	Palise	133	2	0
43	25	4301	25445	25440	5.88349	47.03542	Paroy	118	4	2
43	25	4301	25446	25360	6.39496	47.27813	Passavant	240	5	4
43	25	4301	25447	25690	6.42245	47.09429	Passonfontaine	284	7	4
43	25	4301	25448	25170	5.92416	47.27822	Pelousey	1446	11	8
43	25	4302	25449	25190	6.68623	47.3191	Péseux	99	1	0
43	25	4301	25450	25440	5.88649	47.07338	Pessans	80	1	0
43	25	4304	25451	25240	6.16339	46.67907	Petite-Chaux	146	2	1
43	25	4302	25452	25310	6.82492	47.37102	Pierrefontaine-lès-Blamont	404	1	2
43	25	4301	25453	25510	6.55038	47.21942	Pierrefontaine-les-Varans	1417	16	13
43	25	4301	25454	25480	5.9664	47.26066	Pirey	2024	28	8
43	25	4301	25455	25170	5.84947	47.25824	Placey	145	3	1
43	25	4303	25456	25210	6.64915	47.19475	Plaimbois-du-Miroir	217	1	2
43	25	4301	25457	25390	6.5469	47.18389	Plaimbois-Vennes	83	2	0
43	25	4303	25458	25470	6.89839	47.30359	Les Plains-et-Grands-Essarts	210	6	0
43	25	4304	25459	25160	6.27289	46.84223	La Planée	244	4	3
43	25	4301	25460	25440	5.91153	47.06629	Pointvillers	135	3	1
43	25	4302	25461	25340	6.52648	47.42361	Pompierre-sur-Doubs	307	6	3
43	25	4304	25462	25300	6.38915	46.91197	Pontarlier	17998	249	132
43	25	4302	25463	25150	6.76268	47.38528	Pont-de-Roide	4389	43	47
43	25	4304	25464	25240	6.16315	46.7214	Les Pontets	123	2	1
43	25	4301	25465	25110	6.36651	47.3257	Pont-les-Moulins	176	3	0
43	25	4301	25466	25410	5.84309	47.20619	Pouilley-Français	826	13	4
43	25	4301	25467	25115	5.93646	47.26025	Pouilley-les-Vignes	1906	9	16
43	25	4301	25468	25640	6.20063	47.33521	Pouligney-Lusans	788	13	6
43	25	4302	25469	25550	6.72665	47.50128	Présentevillers	462	4	4
43	25	4302	25470	25250	6.61017	47.44673	La Prétière	177	1	1
