INSEE,Commune,DEP,REG,82_14_a,82_14_b,82_14_c,82_14_d,82_14_e,82_14_f,82_14_g
26338,Sauzet,26,82,6,0,0,0,1,0,0
26339,Savasse,26,82,7,1,0,0,1,0,0
26340,Séderon,26,82,3,0,0,0,1,0,0
26341,Serves-sur-Rhône,26,82,4,0,0,0,1,0,0
26342,Solérieux,26,82,2,0,0,0,1,0,0
26343,Souspierre,26,82,2,0,0,0,1,0,0
26344,Soyans,26,82,7,0,0,0,1,0,0
26345,Suze-la-Rousse,26,82,10,0,0,0,1,0,0
26346,Suze,26,82,3,0,0,0,1,0,0
26347,Tain-l'Hermitage,26,82,10,1,0,0,1,0,0
26348,Taulignan,26,82,3,0,0,0,1,0,0
26349,Tersanne,26,82,5,0,0,0,1,0,0
26350,Teyssières,26,82,1,0,0,0,1,0,0
26351,Tonils,26,82,2,0,0,0,1,0,0
26352,Touche,26,82,6,0,0,0,1,0,0
26353,Tourrettes,26,82,6,0,0,0,1,0,0
26354,Treschenu-Creyers,26,82,1,0,0,0,1,0,0
26355,Triors,26,82,4,0,0,0,1,0,0
26356,Truinas,26,82,1,0,0,0,1,0,0
26357,Tulette,26,82,10,1,0,0,1,0,0
26358,Upie,26,82,6,0,0,0,1,0,0
26359,Vachères-en-Quint,26,82,0,0,0,0,1,0,0
26360,Valaurie,26,82,4,0,0,0,1,0,0
26361,Valdrôme,26,82,2,0,0,0,1,0,0
26362,Valence,26,82,3,0,0,0,1,0,2
26363,Valouse,26,82,2,0,0,0,1,0,0
26364,Vassieux-en-Vercors,26,82,0,0,0,0,1,0,0
26365,Vaunaveys-la-Rochette,26,82,3,0,0,0,1,0,0
26366,Veaunes,26,82,4,0,0,0,1,0,0
26367,Venterol,26,82,4,0,0,0,1,0,0
26368,Vercheny,26,82,2,0,0,0,1,0,0
26369,Verclause,26,82,2,0,0,0,1,0,0
26370,Vercoiran,26,82,1,0,0,0,1,0,0
26371,Véronne,26,82,1,0,0,0,1,0,0
26372,Vers-sur-Méouge,26,82,0,0,0,0,1,0,0
26373,Vesc,26,82,4,0,0,0,1,0,0
26374,Villebois-les-Pins,26,82,1,0,0,0,1,0,0
26375,Villefranche-le-Château,26,82,0,0,0,0,1,0,0
26376,Villeperdrix,26,82,3,0,0,0,1,0,0
26377,Vinsobres,26,82,5,0,0,0,1,0,0
26378,Volvent,26,82,2,0,0,0,1,0,0
26379,Granges-les-Beaumont,26,82,3,0,0,0,1,0,0
26380,Gervans,26,82,4,1,0,0,1,0,0
26381,Jaillans,26,82,2,0,0,0,1,0,0
26382,Saint-Vincent-la-Commanderie,26,82,1,0,0,0,1,0,0
27001,Aclou,27,23,1,0,0,0,0,0,0
27002,Acon,27,23,3,0,0,0,0,0,0
27003,Acquigny,27,23,4,0,0,0,0,0,0
27004,Aigleville,27,23,1,0,0,0,0,0,0
27005,Ailly,27,23,1,0,0,0,0,0,0
27006,Aizier,27,23,4,0,0,0,0,0,0
27007,Ajou,27,23,3,0,0,0,0,0,0
27008,Alizay,27,23,1,0,0,0,0,0,0
27009,Ambenay,27,23,1,0,0,0,0,0,0
27010,Amécourt,27,23,1,0,0,0,0,0,0
27011,Amfreville-la-Campagne,27,23,2,0,0,1,0,0,0
27012,Amfreville-les-Champs,27,23,1,0,0,0,0,0,0
27013,Amfreville-sous-les-Monts,27,23,2,0,0,0,0,0,0
27014,Amfreville-sur-Iton,27,23,4,0,0,0,0,0,0
27015,Andé,27,23,1,0,0,0,0,0,0
27016,Andelys,27,23,5,0,0,1,0,0,0
27017,Angerville-la-Campagne,27,23,2,0,0,1,0,0,0
27018,Appeville-Annebault,27,23,3,0,0,0,0,0,0
27019,Armentières-sur-Avre,27,23,1,0,0,0,0,0,0
27020,Arnières-sur-Iton,27,23,6,0,0,0,0,0,0
27021,Asnières,27,23,2,0,0,0,0,0,0
27022,Aubevoye,27,23,5,0,0,0,0,0,0
27023,Aulnay-sur-Iton,27,23,2,0,0,0,0,0,0
27024,Roncenay-Authenay,27,23,1,0,0,0,0,0,0
27025,Autheuil-Authouillet,27,23,4,0,0,0,0,0,0
27026,Authevernes,27,23,1,0,0,0,0,0,0
27027,Authieux,27,23,1,0,0,1,0,0,0
27028,Authou,27,23,3,0,0,0,0,0,0
27031,Aviron,27,23,4,0,0,0,0,0,0
27032,Avrilly,27,23,2,0,0,0,0,0,0
27033,Bacquepuis,27,23,2,0,0,0,0,0,0
27034,Bacqueville,27,23,3,0,0,0,0,0,0
27035,Bailleul-la-Vallée,27,23,1,0,0,0,0,0,0
27036,Bâlines,27,23,1,0,0,0,0,0,0
27037,Barc,27,23,1,0,0,0,0,0,0
27038,Barils,27,23,1,0,0,0,0,0,0
27039,Barneville-sur-Seine,27,23,2,0,0,0,0,0,0
27040,Barquet,27,23,1,0,0,0,0,0,0
27041,Barre-en-Ouche,27,23,1,0,0,0,0,0,0
27042,Barville,27,23,2,0,0,0,0,0,0
27043,Baux-de-Breteuil,27,23,1,0,0,0,0,0,0
27044,Baux-Sainte-Croix,27,23,2,0,0,0,0,0,0
27045,Bazincourt-sur-Epte,27,23,3,0,0,0,0,0,0
27046,Bazoques,27,23,2,0,0,0,0,0,0
27047,Beaubray,27,23,1,0,0,0,0,0,0
27048,Beauficel-en-Lyons,27,23,1,0,0,0,0,0,0
27049,Beaumesnil,27,23,1,1,0,0,0,0,0
27050,Beaumontel,27,23,5,1,0,0,0,0,0
27051,Beaumont-le-Roger,27,23,5,0,0,0,0,0,0
27052,Bec-Hellouin,27,23,1,0,0,0,0,0,0
27053,Bec-Thomas,27,23,1,0,0,0,0,0,0
27054,Bémécourt,27,23,1,0,0,0,0,0,0
27055,Bérengeville-la-Campagne,27,23,2,0,0,0,0,0,0
27056,Bernay,27,23,5,3,0,0,0,0,0
27057,Bernienville,27,23,2,0,0,0,0,0,0
27058,Bernières-sur-Seine,27,23,3,0,0,0,0,0,0
27059,Bernouville,27,23,3,0,0,0,0,0,0
27060,Berthenonville,27,23,2,0,0,0,0,0,0
27061,Berthouville,27,23,1,0,0,0,0,0,0
27062,Berville-en-Roumois,27,23,1,0,0,0,0,0,0
27063,Berville-la-Campagne,27,23,1,0,0,0,0,0,0
27064,Berville-sur-Mer,27,23,5,0,0,0,0,0,0
27065,Beuzeville,27,23,4,0,0,0,0,0,0
27066,Bézu-la-Forêt,27,23,1,0,0,0,0,0,0
27067,Bézu-Saint-éloi,27,23,2,0,0,0,0,0,0
27068,Bois-Anzeray,27,23,1,0,0,0,0,0,0
27069,Bois-Arnault,27,23,1,0,0,0,0,0,0
27070,Boisemont,27,23,1,0,0,0,0,0,0
27071,Bois-Hellain,27,23,2,0,0,0,0,0,0
27072,Bois-Jérôme-Saint-Ouen,27,23,3,0,0,0,0,0,0
27073,Bois-le-Roi,27,23,1,0,0,0,0,0,0
27074,Boisney,27,23,1,0,0,0,0,0,0
27075,Bois-Normand-près-Lyre,27,23,1,0,0,0,0,0,0
27076,Boisset-les-Prévanches,27,23,1,0,0,0,0,0,0
27077,Boissey-le-Châtel,27,23,1,0,0,0,0,0,0
27078,Boissière,27,23,1,0,0,0,0,0,0
27079,Boissy-Lamberville,27,23,3,0,0,0,0,0,0
27081,Boncourt,27,23,1,0,0,0,0,0,0
27082,Bonneville-sur-Iton,27,23,2,0,0,0,0,0,0
27083,Bonneville-Aptot,27,23,1,0,0,0,0,0,0
27084,Bosc-Bénard-Commin,27,23,1,0,0,0,0,0,0
27085,Bosc-Bénard-Crescy,27,23,1,0,0,0,0,0,0
27088,Bosc-Renoult-en-Ouche,27,23,1,0,0,0,0,0,0
27089,Bosc-Renoult-en-Roumois,27,23,2,0,0,0,0,0,0
27090,Bosc-Roger-en-Roumois,27,23,1,0,0,0,0,0,0
27091,Bosgouet,27,23,1,1,0,0,0,0,0
27092,Bosguérard-de-Marcouville,27,23,1,0,0,0,0,0,0
27093,Bosnormand,27,23,1,0,0,0,0,0,0
27094,Bosquentin,27,23,1,0,0,0,0,0,0
27095,Bosrobert,27,23,2,0,0,0,0,0,0
27096,Bottereaux,27,23,1,0,0,0,0,0,0
27097,Bouafles,27,23,2,0,0,0,0,0,0
27098,Bouchevilliers,27,23,1,0,0,0,0,0,0
27099,Boulay-Morin,27,23,1,0,0,0,0,0,0
27100,Boulleville,27,23,5,0,0,0,0,0,0
27101,Bouquelon,27,23,3,1,0,0,0,0,0
27102,Bouquetot,27,23,1,2,0,0,0,0,0
27103,Bourg-Achard,27,23,3,0,0,0,0,0,0
27104,Bourg-Beaudouin,27,23,2,0,0,0,0,0,0
27105,Bourgtheroulde-Infreville,27,23,4,2,0,0,0,0,0
27106,Bournainville-Faverolles,27,23,3,0,0,0,0,0,0
27107,Bourneville,27,23,3,0,0,0,0,0,0
27108,Bourth,27,23,2,0,0,0,0,0,0
27109,Bray,27,23,1,0,0,0,0,0,0
27110,Brestot,27,23,3,0,0,0,0,0,0
27111,Bretagnolles,27,23,1,0,0,0,0,0,0
27112,Breteuil,27,23,2,0,0,0,0,0,0
27113,Brétigny,27,23,1,0,0,0,0,0,0
27114,Breuilpont,27,23,4,0,0,0,0,0,0
27115,Breux-sur-Avre,27,23,5,0,0,0,0,0,0
27116,Brionne,27,23,5,1,0,0,0,0,0
27117,Broglie,27,23,2,1,0,0,0,0,0
27118,Brosville,27,23,5,0,0,0,0,0,0
27119,Bueil,27,23,4,0,0,0,0,0,0
27120,Burey,27,23,1,2,0,0,0,0,0
27121,Bus-Saint-Rémy,27,23,2,0,0,0,0,0,0
27122,Cahaignes,27,23,2,0,0,0,0,0,0
27123,Caillouet-Orgeville,27,23,1,0,0,0,0,0,0
27124,Cailly-sur-Eure,27,23,4,0,0,0,0,0,0
27125,Calleville,27,23,2,0,0,0,0,0,0
27126,Campigny,27,23,4,0,0,0,0,0,0
27127,Canappeville,27,23,2,0,0,0,0,0,0
27128,Cantiers,27,23,1,0,0,0,0,0,0
27129,Caorches-Saint-Nicolas,27,23,1,0,0,0,0,0,0
27130,Capelle-les-Grands,27,23,1,0,0,0,0,0,0
27131,Carsix,27,23,1,0,0,0,0,0,0
27132,Caugé,27,23,1,1,0,1,0,0,0
27133,Caumont,27,23,5,0,0,0,0,0,0
27134,Cauverville-en-Roumois,27,23,1,0,0,0,0,0,0
27135,Cesseville,27,23,1,0,0,0,0,0,0
27136,Chaignes,27,23,1,0,0,0,0,0,0
27137,Chaise-Dieu-du-Theil,27,23,1,0,0,0,0,0,0
27138,Chamblac,27,23,1,0,0,0,0,0,0
27139,Chambord,27,23,1,0,0,0,0,0,0
27140,Chambray,27,23,2,0,0,0,0,0,0
27141,Champ-Dolent,27,23,1,0,0,0,0,0,0
27142,Champenard,27,23,1,0,0,0,0,0,0
27143,Champignolles,27,23,1,0,0,0,0,0,0
27144,Champigny-la-Futelaye,27,23,1,0,0,0,0,0,0
27145,Chanteloup,27,23,1,0,0,0,0,0,0
27146,Chapelle-Bayvel,27,23,2,0,0,0,0,0,0
27147,Chapelle-du-Bois-des-Faulx,27,23,2,0,0,0,0,0,0
27148,Chapelle-Gauthier,27,23,1,0,0,0,0,0,0
27149,Chapelle-Hareng,27,23,1,0,0,0,0,0,0
27150,Chapelle-Réanville,27,23,1,0,0,0,0,0,0
27151,Charleval,27,23,5,0,0,0,0,0,0
27152,Château-sur-Epte,27,23,2,0,0,0,0,0,0
27153,Chauvincourt-Provemont,27,23,1,0,0,0,0,0,0
27154,Chavigny-Bailleul,27,23,3,0,0,0,0,0,0
27155,Chennebrun,27,23,2,0,0,0,0,0,0
27156,Chéronvilliers,27,23,1,1,0,1,0,0,0
27157,Chesne,27,23,1,0,0,0,0,0,0
27158,Cierrey,27,23,1,0,0,0,0,0,0
27159,Cintray,27,23,1,0,0,0,0,0,0
27160,Civières,27,23,1,0,0,1,0,0,0
27161,Claville,27,23,2,0,0,0,0,0,0
27162,Collandres-Quincarnon,27,23,2,0,0,0,0,0,0
27163,Colletot,27,23,2,0,0,0,0,0,0
27164,Combon,27,23,1,0,0,0,0,0,0
27165,Conches-en-Ouche,27,23,3,0,0,0,0,0,0
27166,Condé-sur-Iton,27,23,1,0,0,0,0,0,0
27167,Condé-sur-Risle,27,23,1,0,0,0,0,0,0
27168,Connelles,27,23,6,0,0,0,0,0,0
27169,Conteville,27,23,4,0,0,0,0,0,0
27170,Cormeilles,27,23,3,0,0,0,0,0,0
27171,Cormier,27,23,1,0,0,0,0,0,0
27172,Corneuil,27,23,2,1,0,0,0,0,0
27173,Corneville-la-Fouquetière,27,23,1,0,0,0,0,0,0
27174,Corneville-sur-Risle,27,23,6,0,0,0,0,0,0
27175,Corny,27,23,1,0,0,0,0,0,0
27176,Coudray,27,23,1,0,0,0,0,0,0
27177,Coudres,27,23,2,0,0,0,0,0,0
27179,Courbépine,27,23,1,0,0,0,0,0,0
27180,Courcelles-sur-Seine,27,23,2,0,0,0,0,0,0
27181,Courdemanche,27,23,1,0,0,0,0,0,0
27182,Courteilles,27,23,3,0,0,0,0,0,0
27183,Couture-Boussey,27,23,3,0,0,0,0,0,0
27184,Crasville,27,23,1,0,0,0,0,0,0
27185,Crestot,27,23,3,0,0,0,0,0,0
27187,Criquebeuf-la-Campagne,27,23,1,0,0,0,0,0,0
27188,Criquebeuf-sur-Seine,27,23,2,0,0,0,0,0,0
27189,Croisille,27,23,1,0,0,0,0,0,0
27190,Croisy-sur-Eure,27,23,2,0,0,0,0,0,0
27191,Croix-Saint-Leufroy,27,23,5,1,0,0,0,0,0
27192,Crosville-la-Vieille,27,23,2,0,0,0,0,0,0
27193,Croth,27,23,5,0,0,0,0,0,0
27194,Cuverville,27,23,1,0,0,0,0,0,0
27195,Dame-Marie,27,23,1,0,0,0,0,0,0
27196,Damps,27,23,3,0,0,0,0,0,0
27197,Dampsmesnil,27,23,1,0,0,0,0,0,0
27198,Damville,27,23,2,0,0,0,0,0,0
27199,Dangu,27,23,1,0,0,0,0,0,0
27200,Dardez,27,23,2,0,0,0,0,0,0
27201,Daubeuf-la-Campagne,27,23,4,0,0,0,0,0,0
27202,Daubeuf-près-Vatteville,27,23,3,0,0,0,0,0,0
27203,Douains,27,23,1,0,0,0,0,0,0
27204,Doudeauville-en-Vexin,27,23,1,0,0,0,0,0,0
27205,Douville-sur-Andelle,27,23,2,0,0,0,0,0,0
27206,Droisy,27,23,1,0,0,0,0,0,0
27207,Drucourt,27,23,2,0,0,0,0,0,0
27208,Duranville,27,23,2,0,0,0,0,0,0
27209,écaquelon,27,23,1,0,0,0,0,0,0
27210,écardenville-la-Campagne,27,23,2,0,0,0,0,0,0
27211,écardenville-sur-Eure,27,23,1,0,0,0,0,0,0
27212,écauville,27,23,2,0,0,0,0,0,0
27213,écos,27,23,2,0,0,2,0,0,0
27214,écouis,27,23,2,0,0,0,0,0,0
27215,Ecquetot,27,23,2,0,0,0,0,0,0
27216,émalleville,27,23,2,0,0,0,0,0,0
27217,émanville,27,23,1,1,0,0,0,0,0
27218,épaignes,27,23,3,0,0,0,0,0,0
27219,épégard,27,23,3,0,0,0,0,0,0
27220,épieds,27,23,1,0,0,0,0,0,0
27221,épinay,27,23,1,0,0,0,0,0,0
27222,épreville-en-Lieuvin,27,23,2,0,0,0,0,0,0
27223,épreville-en-Roumois,27,23,1,0,0,0,0,0,0
27224,épreville-près-le-Neubourg,27,23,5,0,0,0,0,0,0
27225,Essarts,27,23,1,0,0,0,0,0,0
27226,étrépagny,27,23,3,0,0,0,0,0,0
27227,étréville,27,23,3,0,0,0,0,0,0
27228,éturqueraye,27,23,2,0,0,0,0,0,0
27229,évreux,27,23,11,3,0,4,0,0,0
27230,ézy-sur-Eure,27,23,4,1,0,0,0,0,0
27231,Fains,27,23,3,0,0,0,0,0,0
27232,Farceaux,27,23,1,0,0,0,0,0,0
27233,Fatouville-Grestain,27,23,2,0,0,0,0,0,0
27234,Fauville,27,23,2,0,0,1,0,0,0
27235,Faverolles-la-Campagne,27,23,1,0,0,1,0,0,0
27237,Favril,27,23,2,0,0,0,0,0,0
27238,Ferrières-Haut-Clocher,27,23,1,0,0,0,0,0,0
27239,Ferrières-Saint-Hilaire,27,23,1,0,0,0,0,0,0
27240,Ferrière-sur-Risle,27,23,5,0,0,0,0,0,0
27241,Feuguerolles,27,23,2,0,0,0,0,0,0
27242,Fidelaire,27,23,2,0,0,0,0,0,0
27243,Fiquefleur-équainville,27,23,4,0,0,0,0,0,0
27244,Flancourt-Catelon,27,23,1,0,0,0,0,0,0
27245,Fleury-la-Forêt,27,23,1,0,0,0,0,0,0
27246,Fleury-sur-Andelle,27,23,2,0,0,0,0,0,0
27247,Flipou,27,23,1,0,0,0,0,0,0
27248,Folleville,27,23,2,1,0,0,0,0,0
27249,Fontaine-Bellenger,27,23,1,0,0,0,0,0,0
27250,Fontaine-Heudebourg,27,23,3,1,0,0,0,0,0
27251,Fontaine-l'Abbé,27,23,5,1,0,0,0,0,0
27252,Fontaine-la-Louvet,27,23,2,1,0,0,0,0,0
27253,Fontaine-la-Soret,27,23,4,0,0,0,0,0,0
27254,Fontaine-sous-Jouy,27,23,6,0,0,2,0,0,0
27255,Fontenay,27,23,1,0,0,0,0,0,0
27256,Forêt-du-Parc,27,23,1,0,0,0,0,0,0
27257,Forêt-la-Folie,27,23,1,0,0,0,0,0,0
27258,Fort-Moville,27,23,3,0,0,0,0,0,0
27259,Foucrainville,27,23,2,0,0,0,0,0,0
27260,Foulbec,27,23,4,0,0,0,0,0,0
27261,Fouqueville,27,23,1,0,0,1,0,0,0
27262,Fourges,27,23,2,0,0,0,0,0,0
27263,Fourmetot,27,23,4,0,0,0,0,0,0
27264,Fours-en-Vexin,27,23,1,0,0,0,0,0,0
27265,Francheville,27,23,4,0,0,0,0,0,0
27266,Franqueville,27,23,1,0,0,0,0,0,0
27267,Freneuse-sur-Risle,27,23,3,1,0,0,0,0,0
27268,Fresne,27,23,2,0,0,0,0,0,0
27269,Fresne-Cauverville,27,23,1,0,0,0,0,0,0
27270,Fresne-l'Archevêque,27,23,1,0,0,0,0,0,0
27271,Fresney,27,23,1,0,0,0,0,0,0
27273,Gadencourt,27,23,2,0,0,0,0,0,0
27274,Gaillardbois-Cressenville,27,23,2,0,0,0,0,0,0
27275,Gaillon,27,23,3,1,0,0,0,0,0
27276,Gamaches-en-Vexin,27,23,1,0,0,0,0,0,0
27277,Garencières,27,23,1,2,0,0,0,0,0
27278,Garennes-sur-Eure,27,23,5,0,0,1,0,0,0
27279,Gasny,27,23,3,0,0,0,0,0,0
27280,Gauciel,27,23,1,0,0,0,0,0,0
27281,Gaudreville-la-Rivière,27,23,1,0,0,0,0,0,0
27282,Gauville-la-Campagne,27,23,3,0,0,0,0,0,0
27283,Gisay-la-Coudre,27,23,1,0,0,0,0,0,0
27284,Gisors,27,23,8,0,0,0,0,0,0
27285,Giverny,27,23,2,2,0,0,0,0,0
27286,Giverville,27,23,1,0,0,0,0,0,0
27287,Glisolles,27,23,1,0,0,0,0,0,0
27288,Glos-sur-Risle,27,23,2,0,0,0,0,0,0
27289,Goulafrière,27,23,1,0,0,0,0,0,0
27290,Goupillières,27,23,4,0,0,0,0,0,0
27291,Gournay-le-Guérin,27,23,1,0,0,0,0,0,0
27292,Gouttières,27,23,1,0,0,1,0,0,0
27293,Gouville,27,23,1,0,0,0,0,0,0
27294,Grainville,27,23,2,0,0,0,0,0,0
27295,Grand-Camp,27,23,1,1,0,0,0,0,0
27296,Grandchain,27,23,1,0,0,0,0,0,0
27297,Grandvilliers,27,23,1,0,0,0,0,0,0
27298,Graveron-Sémerville,27,23,3,0,0,0,0,0,0
27299,Gravigny,27,23,6,0,0,0,0,0,0
27300,Grosley-sur-Risle,27,23,6,0,0,0,0,0,0
27301,Grossoeuvre,27,23,1,0,0,0,0,0,0
27302,Gros-Theil,27,23,3,1,0,0,0,0,0
27303,Guernanville,27,23,1,0,0,0,0,0,0
27304,Guerny,27,23,1,0,0,0,0,0,0
27305,Guéroulde,27,23,1,0,0,0,0,0,0
27306,Guichainville,27,23,2,0,0,1,0,0,0
27307,Guiseniers,27,23,1,0,0,0,0,0,0
27308,Guitry,27,23,1,0,0,0,0,0,0
27309,Habit,27,23,1,0,0,0,0,0,0
27310,Hacqueville,27,23,1,0,0,0,0,0,0
27311,Harcourt,27,23,2,0,0,0,0,0,0
27312,Hardencourt-Cocherel,27,23,2,0,0,0,0,0,0
27313,Harengère,27,23,1,0,0,0,0,0,0
27315,Harquency,27,23,2,0,0,0,0,0,0
27316,Hauville,27,23,2,0,0,0,0,0,0
27317,Haye-Aubrée,27,23,2,1,0,0,0,0,0
27318,Haye-de-Calleville,27,23,2,0,0,0,0,0,0
27319,Haye-de-Routot,27,23,2,0,0,0,0,0,0
27320,Haye-du-Theil,27,23,2,1,0,0,0,0,0
27321,Haye-le-Comte,27,23,1,0,0,0,0,0,0
27322,Haye-Malherbe,27,23,4,0,0,0,0,0,0
27323,Haye-Saint-Sylvestre,27,23,1,0,0,0,0,0,0
27324,Hébécourt,27,23,1,0,0,0,0,0,0
27325,Hecmanville,27,23,2,0,0,0,0,0,0
27326,Hécourt,27,23,4,0,0,0,0,0,0
27327,Hectomare,27,23,4,0,0,0,0,0,0
27329,Hennezis,27,23,1,1,0,0,0,0,0
27330,Herqueville,27,23,1,0,0,0,0,0,0
27331,Heubécourt-Haricourt,27,23,1,0,0,0,0,0,0
27332,Heudebouville,27,23,1,0,0,0,0,0,0
27333,Heudicourt,27,23,1,0,0,0,0,0,0
27334,Heudreville-en-Lieuvin,27,23,1,0,0,0,0,0,0
27335,Heudreville-sur-Eure,27,23,3,1,0,0,0,0,0
27336,Heunière,27,23,1,0,0,0,0,0,0
27337,Heuqueville,27,23,1,0,0,0,0,0,0
27338,Hogues,27,23,1,0,0,1,0,0,0
27339,Hondouville,27,23,4,0,0,0,0,0,0
27340,Honguemare-Guenouville,27,23,2,0,0,0,0,0,0
27341,Hosmes,27,23,1,0,0,0,0,0,0
27342,Houetteville,27,23,4,0,0,0,0,0,0
27343,Houlbec-Cocherel,27,23,2,0,0,2,0,0,0
27344,Houlbec-près-le-Gros-Theil,27,23,2,0,0,0,0,0,0
27345,Houssaye,27,23,1,0,0,0,0,0,0
27346,Houville-en-Vexin,27,23,2,0,0,0,0,0,0
27347,Huest,27,23,1,0,0,0,0,0,0
27348,Igoville,27,23,3,0,0,0,0,0,0
27349,Illeville-sur-Montfort,27,23,1,0,0,0,0,0,0
27350,Illiers-l'Evêque,27,23,1,0,0,0,0,0,0
27351,Incarville,27,23,4,0,0,1,0,0,0
27353,Irreville,27,23,1,0,0,2,0,0,0
27354,Iville,27,23,2,0,0,0,0,0,0
27355,Ivry-la-Bataille,27,23,4,1,0,0,0,0,0
27356,Jonquerets-de-Livet,27,23,1,0,0,0,0,0,0
27358,Jouy-sur-Eure,27,23,2,0,0,0,0,0,0
27359,Juignettes,27,23,1,0,0,0,0,0,0
27360,Jumelles,27,23,3,0,0,0,0,0,0
27361,Lande-Saint-Léger,27,23,4,0,0,0,0,0,0
27362,Landepéreuse,27,23,1,0,0,0,0,0,0
27363,Landin,27,23,2,0,0,0,0,0,0
27364,Launay,27,23,4,0,0,0,0,0,0
27365,Léry,27,23,4,0,0,0,0,0,0
27366,Letteguives,27,23,1,0,0,0,0,0,0
27367,Lieurey,27,23,2,1,0,0,0,0,0
27368,Lignerolles,27,23,1,0,0,0,0,0,0
27369,Lilly,27,23,1,0,0,0,0,0,0
27370,Lisors,27,23,3,0,0,0,0,0,0
27371,Livet-sur-Authou,27,23,1,0,0,0,0,0,0
27372,Longchamps,27,23,2,0,0,0,0,0,0
27373,Lorleau,27,23,1,0,0,0,0,0,0
27374,Louversey,27,23,2,1,0,0,0,0,0
27375,Louviers,27,23,8,0,0,0,0,0,0
27376,Louye,27,23,1,0,0,0,0,0,0
27377,Lyons-la-Forêt,27,23,2,0,0,0,0,0,0
27378,Madeleine-de-Nonancourt,27,23,1,0,0,0,0,0,0
27379,Mainneville,27,23,2,0,0,0,0,0,0
27380,Malleville-sur-le-Bec,27,23,1,0,0,0,0,0,0
27381,Malouy,27,23,1,0,0,0,0,0,0
27382,Mandeville,27,23,1,0,0,0,0,0,0
27383,Mandres,27,23,1,0,0,0,0,0,0
27384,Manneville-la-Raoult,27,23,3,0,0,0,0,0,0
27385,Manneville-sur-Risle,27,23,6,0,0,0,0,0,0
27386,Manoir,27,23,1,0,0,0,0,0,0
27387,Manthelon,27,23,3,0,0,0,0,0,0
27388,Marais-Vernier,27,23,4,0,0,0,1,0,0
27389,Marbeuf,27,23,2,0,0,0,0,0,0
27390,Marcilly-la-Campagne,27,23,2,0,0,0,0,0,0
27391,Marcilly-sur-Eure,27,23,6,0,0,0,0,0,0
27392,Martagny,27,23,1,0,0,0,0,0,0
27393,Martainville,27,23,2,0,0,0,0,0,0
27394,Martot,27,23,5,0,0,0,0,0,0
27395,Mélicourt,27,23,1,0,0,0,0,0,0
27396,Ménesqueville,27,23,3,0,0,0,0,0,0
27397,Ménilles,27,23,4,0,0,0,0,0,0
27398,Menneval,27,23,3,0,0,0,0,0,0
27399,Mercey,27,23,1,0,0,0,0,0,0
27400,Merey,27,23,2,0,0,0,0,0,0
27401,Mesnil-Fuguet,27,23,1,0,0,0,0,0,0
27402,Mesnil-Hardray,27,23,2,0,0,0,0,0,0
27403,Mesnil-Jourdain,27,23,2,0,0,0,0,0,0
27404,Mesnil-Rousset,27,23,1,0,0,0,0,0,0
27405,Mesnil-sous-Vienne,27,23,1,0,0,0,0,0,0
27406,Mesnil-sur-l'Estrée,27,23,1,1,0,0,0,0,0
27407,Mesnil-Verclives,27,23,2,0,0,0,0,0,0
27408,Mézières-en-Vexin,27,23,2,0,0,0,0,0,0
27410,Miserey,27,23,1,0,0,0,0,0,0
27411,Moisville,27,23,1,0,0,0,0,0,0
27412,Montaure,27,23,3,0,0,1,0,0,0
27413,Montfort-sur-Risle,27,23,5,1,0,0,0,0,0
27414,Montreuil-l'Argillé,27,23,2,0,0,0,0,0,0
27415,Morainville-Jouveaux,27,23,1,2,0,0,0,0,0
27416,Buis-sur-Damville,27,23,2,0,0,0,0,0,0
27417,Morgny,27,23,1,0,0,0,0,0,0
27418,Morsan,27,23,1,0,0,0,0,0,0
27419,Mouettes,27,23,2,0,0,0,0,0,0
27420,Mouflaines,27,23,1,0,0,0,0,0,0
27421,Mousseaux-Neuville,27,23,2,0,0,0,0,0,0
27422,Muids,27,23,2,0,0,0,0,0,0
27423,Muzy,27,23,4,1,0,0,0,0,0
27424,Nagel-Séez-Mesnil,27,23,1,0,0,0,0,0,0
27425,Nassandres,27,23,2,0,0,0,0,0,0
27426,Neaufles-Saint-Martin,27,23,4,0,0,0,0,0,0
27427,Neaufles-Auvergny,27,23,1,0,0,0,0,0,0
27428,Neubourg,27,23,3,0,0,0,0,0,0
27429,Neuilly,27,23,2,0,0,0,0,0,0
27430,Neuve-Grange,27,23,1,1,0,0,0,0,0
27431,Neuve-Lyre,27,23,2,0,0,0,0,0,0
27432,Neuville-du-Bosc,27,23,4,0,0,0,0,0,0
27433,Neuville-sur-Authou,27,23,1,1,0,0,0,0,0
27434,Noards,27,23,1,0,0,0,0,0,0
27435,Noë-Poulain,27,23,1,0,0,0,0,0,0
27436,Nogent-le-Sec,27,23,1,0,0,0,0,0,0
27437,Nojeon-en-Vexin,27,23,1,0,0,0,0,0,0
27438,Nonancourt,27,23,4,0,0,1,0,0,0
27439,Normanville,27,23,5,0,0,0,0,0,0
27440,Notre-Dame-de-l'Isle,27,23,2,0,0,0,0,0,0
27441,Notre-Dame-d'Epine,27,23,1,1,0,0,0,0,0
27442,Notre-Dame-du-Hamel,27,23,1,0,0,0,0,0,0
27444,Noyer-en-Ouche,27,23,1,0,0,0,0,0,0
27445,Noyers,27,23,1,0,0,0,0,0,0
